# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 16 14:06:35 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag >0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
loc_rowid,pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
6513,Kepler-1014 b,Kepler-1014,0,16.57099265,0.00004023,-0.00004023,0,,,,0,,,,0,,,,0,5285.00,122.00,-122.00,0
6514,Kepler-1014 b,Kepler-1014,0,16.57098779,0.00003658,-0.00003658,0,,,,,,,,,,,,,5285.00,122.00,-122.00,0
6515,Kepler-1014 b,Kepler-1014,0,16.57110363,0.00003817,-0.00003817,0,0.120400,,,0,34.67,41.18,-7.94,0,619,,,0,5484.00,166.00,-138.00,0
6516,Kepler-1014 b,Kepler-1014,0,16.57110259,0.00000243,-0.00000243,0,,,,,,,,,,,,,5285.00,122.00,-122.00,0
6517,Kepler-1014 b,Kepler-1014,0,,,,,,,,,33.48,1.25,-1.21,0,,,,,5485.00,192.00,-192.00,0
6518,Kepler-1014 b,Kepler-1014,0,16.57099265,0.00004023,-0.00004023,0,0.121000,,,0,33.53,21.82,-7.88,0,614,,,0,5483.00,166.00,-149.00,0
6519,Kepler-1015 b,Kepler-1015,0,16.00494214,0.00004175,-0.00004175,0,0.133900,,,0,182.89,319.77,-71.55,0,938,,,0,6711.00,148.00,-226.00,0
6520,Kepler-1015 b,Kepler-1015,0,16.00494214,0.00004175,-0.00004175,0,0.133900,,,0,182.89,319.77,-71.55,0,938,,,0,6711.00,148.00,-226.00,0
6521,Kepler-1015 b,Kepler-1015,0,,,,,,,,,172.11,7.54,-7.18,0,,,,,6443.00,129.00,-129.00,0
6522,Kepler-1015 b,Kepler-1015,0,16.00496657,0.00005331,-0.00005331,0,0.139600,,,0,276.53,142.05,-141.18,0,1040,,,0,6384.00,70.00,-89.00,0
6523,Kepler-1015 b,Kepler-1015,0,16.00494214,0.00004175,-0.00004175,0,0.133900,,,0,182.89,319.77,-71.55,0,938,,,0,6711.00,148.00,-226.00,0
6524,Kepler-1015 b,Kepler-1015,0,16.00490780,0.00000287,-0.00000287,0,,,,,,,,,,,,,6390.10,130.95,-191.29,0
6525,Kepler-1015 b,Kepler-1015,1,16.00494214,0.00004175,-0.00004175,0,,,,,,,,,,,,,6769.00,136.36,-197.14,0
6526,Kepler-1015 b,Kepler-1015,0,16.00490000,0.00014000,-0.00014000,0,0.135000,,,0,,,,0,932,,,0,6716.00,99.00,,0
6527,Kepler-1015 b,Kepler-1015,0,16.00496778,0.00002522,-0.00002522,0,,,,,,,,,,,,,6390.10,130.95,-191.29,0
6528,Kepler-1015 b,Kepler-1015,0,16.00496657,0.00005331,-0.00005331,0,,,,0,,,,0,,,,0,6390.10,130.95,-191.29,0
6529,Kepler-1016 b,Kepler-1016,0,1.95452434,0.00000331,-0.00000331,0,0.031000,,,0,1140.67,1175.13,-314.61,0,1482,,,0,6060.00,155.00,-199.00,0
6530,Kepler-1016 b,Kepler-1016,0,1.95454386,0.00000396,-0.00000396,0,,,,,,,,,,,,,5643.68,143.33,-143.33,0
6531,Kepler-1016 b,Kepler-1016,1,1.95452434,0.00000331,-0.00000331,0,,,,,,,,,,,,,5821.00,177.41,-169.89,0
6532,Kepler-1016 b,Kepler-1016,0,1.95454100,0.00001300,-0.00001300,0,0.031000,,,0,,,,0,1481,,,0,6050.00,118.00,-118.00,0
6533,Kepler-1016 b,Kepler-1016,0,1.95452597,0.00000328,-0.00000328,0,0.030700,,,0,1331.18,553.07,-375.27,0,1540,,,0,5741.00,77.00,-77.00,0
6534,Kepler-1016 b,Kepler-1016,0,1.95452434,0.00000331,-0.00000331,0,0.031000,,,0,1140.67,1175.13,-314.61,0,1482,,,0,6060.00,155.00,-199.00,0
6535,Kepler-1016 b,Kepler-1016,0,,,,,,,,,1445.20,145.61,-129.63,0,,,,,5780.00,116.00,-116.00,0
6536,Kepler-1016 b,Kepler-1016,0,1.95452597,0.00000328,-0.00000328,0,,,,0,,,,0,,,,0,5643.68,143.33,-143.33,0
6537,Kepler-1016 b,Kepler-1016,0,1.95452434,0.00000331,-0.00000331,0,0.031000,,,0,1140.67,1175.13,-314.61,0,1482,,,0,6060.00,155.00,-199.00,0
6538,Kepler-1016 c,Kepler-1016,0,105.65513690,0.00054520,-0.00054520,0,0.442800,,,0,5.59,5.76,-1.54,0,392,,,0,6060.00,155.00,-199.00,0
6539,Kepler-1016 c,Kepler-1016,0,105.65526510,0.00062450,-0.00062450,0,0.438900,,,0,6.51,2.71,-1.83,0,407,,,0,5741.00,77.00,-77.00,0
6540,Kepler-1016 c,Kepler-1016,0,105.65357173,0.00048823,-0.00048823,0,,,,,,,,,,,,,5643.68,143.33,-143.33,0
6541,Kepler-1016 c,Kepler-1016,0,105.65485002,0.00000491,-0.00000491,0,,,,,,,,,,,,,5643.68,143.33,-143.33,0
6542,Kepler-1016 c,Kepler-1016,0,105.65526510,0.00062450,-0.00062450,0,,,,0,,,,0,,,,0,5643.68,143.33,-143.33,0
6543,Kepler-1016 c,Kepler-1016,0,105.65513690,0.00054520,-0.00054520,0,0.442800,,,0,5.59,5.76,-1.54,0,392,,,0,6060.00,155.00,-199.00,0
6544,Kepler-1016 c,Kepler-1016,0,105.65513690,0.00054520,-0.00054520,0,0.442800,,,0,5.59,5.76,-1.54,0,392,,,0,6060.00,155.00,-199.00,0
6545,Kepler-1016 c,Kepler-1016,1,105.65513690,0.00054520,-0.00054520,0,,,,,,,,,,,,,5821.00,177.41,-169.89,0
6546,Kepler-1016 c,Kepler-1016,0,,,,,,,,,7.07,0.71,-0.63,0,,,,,5780.00,116.00,-116.00,0
6547,Kepler-1017 b,Kepler-1017,0,7.23400469,0.00001433,-0.00001433,0,0.073400,,,0,284.24,349.05,-139.93,0,1047,,,0,5579.00,161.00,-150.00,0
6548,Kepler-1017 b,Kepler-1017,0,7.23400381,0.00001603,-0.00001603,0,0.070200,,,0,112.48,36.61,-19.34,0,831,,,0,5411.00,107.00,-107.00,0
6549,Kepler-1017 b,Kepler-1017,0,,,,,,,,,119.60,4.03,-3.89,0,,,,,5400.00,108.00,-108.00,0
6550,Kepler-1017 b,Kepler-1017,0,7.23404806,0.00001419,-0.00001419,0,,,,,,,,,,,,,5599.00,122.00,-122.00,0
6551,Kepler-1017 b,Kepler-1017,1,7.23400469,0.00001433,-0.00001433,0,,,,,,,,,,,,,5473.00,93.16,-81.05,0
6552,Kepler-1017 b,Kepler-1017,0,7.23400381,0.00001603,-0.00001603,0,,,,0,,,,0,,,,0,5599.00,122.00,-122.00,0
6553,Kepler-1017 b,Kepler-1017,0,7.23401020,0.00000235,-0.00000235,0,,,,,,,,,,,,,5599.00,122.00,-122.00,0
6554,Kepler-1017 b,Kepler-1017,0,7.23400469,0.00001433,-0.00001433,0,0.073400,,,0,284.24,349.05,-139.93,0,1047,,,0,5579.00,161.00,-150.00,0
6555,Kepler-1017 b,Kepler-1017,0,7.23400469,0.00001433,-0.00001433,0,0.073400,,,0,284.24,349.05,-139.93,0,1047,,,0,5579.00,161.00,-150.00,0
6556,Kepler-1017 b,Kepler-1017,0,7.23404900,0.00004300,-0.00004300,0,0.071000,,,0,,,,0,1107,,,0,5437.00,108.00,-108.00,0
6557,Kepler-1018 b,Kepler-1018,0,49.10146000,0.00074000,-0.00074000,0,0.259000,,,0,,,,0,459,,,0,5736.00,113.00,-113.00,0
6558,Kepler-1018 b,Kepler-1018,1,49.10135140,0.00018760,-0.00018760,0,,,,,,,,,,,,,5518.00,61.16,-57.64,0
6559,Kepler-1018 b,Kepler-1018,0,49.10106296,0.00000445,-0.00000445,0,,,,,,,,,,,,,5488.00,122.00,-122.00,0
6560,Kepler-1018 b,Kepler-1018,0,49.10135140,0.00018760,-0.00018760,0,0.265700,,,0,12.25,14.50,-3.11,0,477,,,0,5807.00,158.00,-186.00,0
6561,Kepler-1018 b,Kepler-1018,0,49.10135140,0.00018760,-0.00018760,0,0.265700,,,0,12.25,14.50,-3.11,0,477,,,0,5807.00,158.00,-186.00,0
6562,Kepler-1018 b,Kepler-1018,0,49.10110930,0.00020940,-0.00020940,0,0.253000,,,0,14.57,9.01,-5.06,0,498,,,0,5393.00,80.00,-72.00,0
6563,Kepler-1018 b,Kepler-1018,0,49.10110930,0.00020940,-0.00020940,0,,,,0,,,,0,,,,0,5488.00,122.00,-122.00,0
6564,Kepler-1018 b,Kepler-1018,0,,,,,,,,,12.10,0.78,-0.73,0,,,,,5374.00,107.00,-107.00,0
6565,Kepler-1018 b,Kepler-1018,0,49.10135140,0.00018760,-0.00018760,0,0.265700,,,0,12.25,14.50,-3.11,0,477,,,0,5807.00,158.00,-186.00,0
6566,Kepler-1018 b,Kepler-1018,0,49.10109488,0.00019298,-0.00019298,0,,,,,,,,,,,,,5488.00,122.00,-122.00,0
6567,Kepler-1019 b,Kepler-1019,0,1.41122650,0.00000350,-0.00000350,0,0.021000,,,0,,,,0,1006,,,0,4368.00,62.00,-62.00,0
6568,Kepler-1019 b,Kepler-1019,0,1.41122985,0.00000075,-0.00000075,0,0.020900,,,0,286.57,86.69,-85.59,0,1049,,,0,4350.00,125.00,-137.00,0
6569,Kepler-1019 b,Kepler-1019,0,1.41123002,0.00000083,-0.00000083,0,,,,0,,,,0,,,,0,4205.32,80.80,-132.09,0
6570,Kepler-1019 b,Kepler-1019,0,1.41122985,0.00000075,-0.00000075,0,0.020900,,,0,286.57,86.69,-85.59,0,1049,,,0,4350.00,125.00,-137.00,0
6571,Kepler-1019 b,Kepler-1019,1,1.41122985,0.00000075,-0.00000075,0,,,,,,,,,,,,,4433.00,43.73,-45.09,0
6572,Kepler-1019 b,Kepler-1019,0,1.41123002,0.00000083,-0.00000083,0,0.022100,,,0,436.04,54.05,-76.38,0,1164,,,0,4575.00,73.00,-82.00,0
6573,Kepler-1019 b,Kepler-1019,0,1.41122727,0.00000065,-0.00000065,0,,,,,,,,,,,,,4205.32,80.80,-132.09,0
6574,Kepler-1019 b,Kepler-1019,0,1.41123038,0.00000053,-0.00000053,0,,,,,,,,,,,,,4205.32,80.80,-132.09,0
6575,Kepler-1019 b,Kepler-1019,0,1.41122985,0.00000075,-0.00000075,0,0.020900,,,0,286.57,86.69,-85.59,0,1049,,,0,4350.00,125.00,-137.00,0
6576,Kepler-1019 b,Kepler-1019,0,,,,,,,,,330.25,5.45,-5.39,0,,,,,4562.00,91.00,-91.00,0
6577,Kepler-102 b,Kepler-102,0,5.28696000,,,0,,,,,,,,,,,,,4903.00,74.00,-74.00,0
6578,Kepler-102 b,Kepler-102,0,5.28691996,0.00002947,-0.00002947,0,,,,0,,,,0,,,,0,4816.00,126.99,-83.21,0
6579,Kepler-102 b,Kepler-102,1,5.28696500,0.00001200,-0.00001200,0,0.055210,0.000490,-0.000490,0,90.00,9.00,-9.00,0,857,20,-20,0,4909.00,98.00,-98.00,0
6580,Kepler-102 b,Kepler-102,0,5.28695437,0.00002538,-0.00002538,0,,,,,,,,,,,,,4884.00,45.93,-42.68,0
6581,Kepler-102 b,Kepler-102,0,,,,,,,,,90.33,0.98,-0.98,0,,,,,4909.00,98.00,-98.00,0
6582,Kepler-102 b,Kepler-102,0,5.28695437,0.00002538,-0.00002538,0,0.053600,,,0,95.21,16.92,-16.68,0,797,,,0,4812.00,101.00,-93.00,0
6583,Kepler-102 b,Kepler-102,0,5.28697800,0.00005700,-0.00005700,0,0.055000,,,0,,,,0,792,,,0,4908.00,44.00,-44.00,0
6584,Kepler-102 b,Kepler-102,0,5.28695437,0.00002538,-0.00002538,0,0.053600,,,0,95.21,16.92,-16.68,0,797,,,0,4812.00,101.00,-93.00,0
6585,Kepler-102 b,Kepler-102,0,5.28696522,0.00001219,-0.00001219,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6586,Kepler-102 b,Kepler-102,0,5.28695437,0.00002538,-0.00002538,0,0.053600,,,0,95.21,16.92,-16.68,0,797,,,0,4812.00,101.00,-93.00,0
6587,Kepler-102 b,Kepler-102,0,5.28691996,0.00002947,-0.00002947,0,0.055200,,,0,92.97,21.13,-14.02,0,792,,,0,4900.00,98.00,-98.00,0
6588,Kepler-102 b,Kepler-102,0,5.28695437,,,0,0.055205,,,0,,,,,,,,,,,,
6589,Kepler-102 c,Kepler-102,0,7.07136076,0.00002571,-0.00002571,0,0.065100,,,0,64.54,11.47,-11.30,0,723,,,0,4812.00,101.00,-93.00,0
6590,Kepler-102 c,Kepler-102,0,7.07136119,0.00003085,-0.00003085,0,,,,0,,,,0,,,,0,4816.00,126.99,-83.21,0
6591,Kepler-102 c,Kepler-102,0,7.07136076,0.00002571,-0.00002571,0,0.065100,,,0,64.54,11.47,-11.30,0,723,,,0,4812.00,101.00,-93.00,0
6592,Kepler-102 c,Kepler-102,0,7.07142000,,,0,,,,,,,,,,,,,4903.00,74.00,-74.00,0
6593,Kepler-102 c,Kepler-102,0,7.07100000,,,0,,,,,,,,,,,,,,,,
6594,Kepler-102 c,Kepler-102,0,7.07136076,0.00002571,-0.00002571,0,,,,,,,,,,,,,4884.00,45.93,-42.68,0
6595,Kepler-102 c,Kepler-102,0,7.07136119,0.00003085,-0.00003085,0,0.067000,,,0,63.11,14.34,-9.52,0,719,,,0,4900.00,98.00,-98.00,0
6596,Kepler-102 c,Kepler-102,1,7.07139200,0.00002200,-0.00002200,0,0.067020,0.000590,-0.000590,0,61.00,6.10,-6.10,0,777,18,-18,0,4909.00,98.00,-98.00,0
6597,Kepler-102 c,Kepler-102,0,7.07134000,0.00004900,-0.00004900,0,0.067000,,,0,,,,0,718,,,0,4908.00,44.00,-44.00,0
6598,Kepler-102 c,Kepler-102,0,7.07145665,0.00000603,-0.00000603,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6599,Kepler-102 c,Kepler-102,0,7.07136076,,,0,0.067016,,,0,,,,,,,,,,,,
6600,Kepler-102 c,Kepler-102,0,7.07136076,0.00002571,-0.00002571,0,0.065100,,,0,64.54,11.47,-11.30,0,723,,,0,4812.00,101.00,-93.00,0
6601,Kepler-102 c,Kepler-102,0,,,,,,,,,61.32,0.67,-0.66,0,,,,,4909.00,98.00,-98.00,0
6602,Kepler-102 c,Kepler-102,0,7.07139151,0.00002191,-0.00002191,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6603,Kepler-102 d,Kepler-102,0,10.31173752,0.00001028,-0.00001028,0,0.083700,,,0,39.04,6.94,-6.83,0,638,,,0,4812.00,101.00,-93.00,0
6604,Kepler-102 d,Kepler-102,0,10.31174786,0.00001226,-0.00001226,0,0.086200,,,0,38.13,8.66,-5.75,0,634,,,0,4900.00,98.00,-98.00,0
6605,Kepler-102 d,Kepler-102,0,,,,,,,,,37.04,0.40,-0.40,0,,,,,4909.00,98.00,-98.00,0
6606,Kepler-102 d,Kepler-102,0,10.31173752,0.00001028,-0.00001028,0,0.083700,,,0,39.04,6.94,-6.83,0,638,,,0,4812.00,101.00,-93.00,0
6607,Kepler-102 d,Kepler-102,0,10.31170000,,,0,,,,,,,,,,,,,4903.00,74.00,-74.00,0
6608,Kepler-102 d,Kepler-102,0,10.31176697,0.00000407,-0.00000407,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6609,Kepler-102 d,Kepler-102,0,10.31173670,0.00000126,-0.00000126,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6610,Kepler-102 d,Kepler-102,0,10.31200000,,,0,,,,,,,,,,,,,,,,
6611,Kepler-102 d,Kepler-102,0,10.31173752,0.00001028,-0.00001028,0,0.083700,,,0,39.04,6.94,-6.83,0,638,,,0,4812.00,101.00,-93.00,0
6612,Kepler-102 d,Kepler-102,0,10.31173200,0.00002600,-0.00002600,0,0.086000,,,0,,,,0,634,,,0,4908.00,44.00,-44.00,0
6613,Kepler-102 d,Kepler-102,0,10.31174786,0.00001226,-0.00001226,0,,,,0,,,,0,,,,0,4816.00,126.99,-83.21,0
6614,Kepler-102 d,Kepler-102,0,10.31173752,0.00001028,-0.00001028,0,,,,,,,,,,,,,4884.00,45.93,-42.68,0
6615,Kepler-102 d,Kepler-102,0,10.31173752,,,0,0.086179,,,0,,,,,,,,,,,,
6616,Kepler-102 d,Kepler-102,1,10.31176700,0.00000410,-0.00000410,0,0.086180,0.000760,-0.000760,0,36.90,3.70,-3.70,0,686,16,-16,0,4909.00,98.00,-98.00,0
6617,Kepler-102 e,Kepler-102,0,16.14567193,0.00000744,-0.00000744,0,,,,0,,,,0,,,,0,4816.00,126.99,-83.21,0
6618,Kepler-102 e,Kepler-102,1,16.14569940,0.00000220,-0.00000220,0,0.116200,0.001000,-0.001000,0,20.30,2.00,-2.00,0,590,14,-14,0,4909.00,98.00,-98.00,0
6619,Kepler-102 e,Kepler-102,0,16.14569941,0.00000225,-0.00000225,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6620,Kepler-102 e,Kepler-102,0,16.14600000,,,0,,,,,,,,,,,,,,,,
6621,Kepler-102 e,Kepler-102,0,16.14568500,0.00001400,-0.00001400,0,0.116000,,,0,,,,0,545,,,0,4908.00,44.00,-44.00,0
6622,Kepler-102 e,Kepler-102,0,16.14569077,0.00000664,-0.00000664,0,0.112900,,,0,21.46,3.81,-3.76,0,549,,,0,4812.00,101.00,-93.00,0
6623,Kepler-102 e,Kepler-102,0,,,,,,,,,20.39,0.22,-0.22,0,,,,,4909.00,98.00,-98.00,0
6624,Kepler-102 e,Kepler-102,0,16.14567193,0.00000744,-0.00000744,0,0.116200,,,0,20.98,4.77,-3.16,0,546,,,0,4900.00,98.00,-98.00,0
6625,Kepler-102 e,Kepler-102,0,16.14568692,0.00000045,-0.00000045,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6626,Kepler-102 e,Kepler-102,0,16.14569077,0.00000664,-0.00000664,0,0.112900,,,0,21.46,3.81,-3.76,0,549,,,0,4812.00,101.00,-93.00,0
6627,Kepler-102 e,Kepler-102,0,16.14569077,,,0,0.116203,,,0,,,,,,,,,,,,
6628,Kepler-102 e,Kepler-102,0,16.14569077,0.00000664,-0.00000664,0,,,,,,,,,,,,,4884.00,45.93,-42.68,0
6629,Kepler-102 e,Kepler-102,0,16.14570000,,,0,,,,,,,,,,,,,4903.00,74.00,-74.00,0
6630,Kepler-102 e,Kepler-102,0,16.14558982,0.00027887,-0.00027887,0,,,,,19.53,,,0,536,,,0,4816.00,105.10,-105.10,0
6631,Kepler-102 e,Kepler-102,0,16.14569077,0.00000664,-0.00000664,0,0.112900,,,0,21.46,3.81,-3.76,0,549,,,0,4812.00,101.00,-93.00,0
6632,Kepler-102 f,Kepler-102,0,27.45372940,,,0,0.165544,,,0,,,,,,,,,,,,
6633,Kepler-102 f,Kepler-102,0,27.45372940,0.00010330,-0.00010330,0,0.160800,,,0,10.58,1.88,-1.85,0,460,,,0,4812.00,101.00,-93.00,0
6634,Kepler-102 f,Kepler-102,0,27.45361460,0.00010770,-0.00010770,0,,,,0,,,,0,,,,0,4816.00,126.99,-83.21,0
6635,Kepler-102 f,Kepler-102,0,27.45361460,0.00010770,-0.00010770,0,0.165500,,,0,10.34,2.35,-1.56,0,457,,,0,4900.00,98.00,-98.00,0
6636,Kepler-102 f,Kepler-102,0,27.45372940,0.00010330,-0.00010330,0,0.160800,,,0,10.58,1.88,-1.85,0,460,,,0,4812.00,101.00,-93.00,0
6637,Kepler-102 f,Kepler-102,0,27.45362000,0.00017000,-0.00017000,0,0.165000,,,0,,,,0,457,,,0,4908.00,44.00,-44.00,0
6638,Kepler-102 f,Kepler-102,1,27.45359200,0.00006000,-0.00006000,0,0.165600,0.001500,-0.001500,0,10.00,1.00,-1.00,0,495,11,-11,0,4909.00,98.00,-98.00,0
6639,Kepler-102 f,Kepler-102,0,27.45372940,0.00010330,-0.00010330,0,0.160800,,,0,10.58,1.88,-1.85,0,460,,,0,4812.00,101.00,-93.00,0
6640,Kepler-102 f,Kepler-102,0,27.45360000,,,0,,,,,,,,,,,,,4903.00,74.00,-74.00,0
6641,Kepler-102 f,Kepler-102,0,27.45372940,0.00010330,-0.00010330,0,,,,,,,,,,,,,4884.00,45.93,-42.68,0
6642,Kepler-102 f,Kepler-102,0,27.45392409,0.00000522,-0.00000522,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6643,Kepler-102 f,Kepler-102,0,,,,,,,,,10.05,0.11,-0.11,0,,,,,4909.00,98.00,-98.00,0
6644,Kepler-102 f,Kepler-102,0,27.45359210,0.00005965,-0.00005965,0,,,,,,,,,,,,,4816.00,126.99,-83.21,0
6645,Kepler-1020 b,Kepler-1020,0,96.91512125,0.00025029,-0.00025029,0,,,,,,,,,,,,,5238.53,111.09,-111.09,0
6646,Kepler-1020 b,Kepler-1020,0,96.91514960,0.00036320,-0.00036320,0,0.379600,,,0,2.28,1.41,-0.50,0,313,,,0,5229.00,162.00,-134.00,0
6647,Kepler-1020 b,Kepler-1020,0,96.91517070,0.00029160,-0.00029160,0,,,,0,,,,0,,,,0,5238.53,111.09,-111.09,0
6648,Kepler-1020 b,Kepler-1020,0,96.91514960,0.00036320,-0.00036320,0,0.379600,,,0,2.28,1.41,-0.50,0,313,,,0,5229.00,162.00,-134.00,0
6649,Kepler-1020 b,Kepler-1020,0,,,,,,,,,2.34,0.07,-0.06,0,,,,,5109.00,102.00,-102.00,0
6650,Kepler-1020 b,Kepler-1020,0,96.91492000,0.00095000,-0.00095000,0,0.389000,,,0,,,,0,320,,,0,5271.00,64.00,-64.00,0
6651,Kepler-1020 b,Kepler-1020,0,96.91514960,0.00036320,-0.00036320,0,0.379600,,,0,2.28,1.41,-0.50,0,313,,,0,5229.00,162.00,-134.00,0
6652,Kepler-1020 b,Kepler-1020,1,96.91514960,0.00036320,-0.00036320,0,,,,,,,,,,,,,5227.00,66.71,-60.63,0
6653,Kepler-1020 b,Kepler-1020,0,96.91519761,0.00000339,-0.00000339,0,,,,,,,,,,,,,5238.53,111.09,-111.09,0
6654,Kepler-1020 b,Kepler-1020,0,96.91517070,0.00029160,-0.00029160,0,0.387800,,,0,2.64,0.64,-0.44,0,325,,,0,5162.00,103.00,-93.00,0
6655,Kepler-1021 b,Kepler-1021,0,13.47488100,0.00009800,-0.00009800,0,0.106000,,,0,,,,0,648,,,0,5434.00,77.00,-77.00,0
6656,Kepler-1021 b,Kepler-1021,0,13.47479502,0.00002650,-0.00002650,0,,,,,,,,,,,,,5283.00,123.00,-123.00,0
6657,Kepler-1021 b,Kepler-1021,0,13.47472742,0.00004462,-0.00004462,0,0.103400,,,0,38.21,20.33,-9.04,0,634,,,0,5395.00,160.00,-144.00,0
6658,Kepler-1021 b,Kepler-1021,0,13.47469571,0.00003210,-0.00003210,0,0.102900,,,0,40.49,31.25,-9.75,0,643,,,0,5413.00,169.00,-152.00,0
6659,Kepler-1021 b,Kepler-1021,0,,,,,,,,,50.37,3.06,-2.87,0,,,,,5403.00,189.00,-189.00,0
6660,Kepler-1021 b,Kepler-1021,0,13.47472742,0.00004462,-0.00004462,0,,,,0,,,,0,,,,0,5283.00,123.00,-123.00,0
6661,Kepler-1021 b,Kepler-1021,0,13.47469571,0.00003210,-0.00003210,0,0.102900,,,0,40.49,31.25,-9.75,0,643,,,0,5413.00,169.00,-152.00,0
6662,Kepler-1021 b,Kepler-1021,1,13.47469571,0.00003210,-0.00003210,0,,,,,,,,,,,,,5431.00,143.14,-143.99,0
6663,Kepler-1021 b,Kepler-1021,0,13.47467339,0.00000243,-0.00000243,0,,,,,,,,,,,,,5283.00,123.00,-123.00,0
6664,Kepler-1021 b,Kepler-1021,0,13.47469571,0.00003210,-0.00003210,0,0.102900,,,0,40.49,31.25,-9.75,0,643,,,0,5413.00,169.00,-152.00,0
6665,Kepler-1022 b,Kepler-1022,0,10.99469878,0.00001880,-0.00001880,0,0.080500,,,0,16.24,5.52,-4.86,0,512,,,0,4302.00,130.00,-140.00,0
6666,Kepler-1022 b,Kepler-1022,1,10.99469878,0.00001880,-0.00001880,0,,,,,,,,,,,,,4445.00,49.47,-51.77,0
6667,Kepler-1022 b,Kepler-1022,0,10.99470891,0.00001916,-0.00001916,0,,,,0,,,,0,,,,0,4283.00,122.00,-122.00,0
6668,Kepler-1022 b,Kepler-1022,0,10.99470891,0.00001916,-0.00001916,0,0.080500,,,0,16.24,5.19,-4.59,0,512,,,0,4302.00,127.00,-127.00,0
6669,Kepler-1022 b,Kepler-1022,0,10.99469878,0.00001880,-0.00001880,0,0.080500,,,0,16.24,5.52,-4.86,0,512,,,0,4302.00,130.00,-140.00,0
6670,Kepler-1022 b,Kepler-1022,0,10.99471714,0.00000200,-0.00000200,0,,,,,,,,,,,,,4283.00,122.00,-122.00,0
6671,Kepler-1022 b,Kepler-1022,0,10.99470868,0.00001883,-0.00001883,0,,,,,,,,,,,,,4283.00,122.00,-122.00,0
6672,Kepler-1022 b,Kepler-1022,0,,,,,,,,,19.26,0.65,-0.63,0,,,,,4306.00,151.00,-151.00,0
6673,Kepler-1022 b,Kepler-1022,0,10.99461500,0.00006500,-0.00006500,0,0.082000,,,0,,,,0,512,,,0,4379.00,63.00,-63.00,0
6674,Kepler-1022 b,Kepler-1022,0,10.99469878,0.00001880,-0.00001880,0,0.080500,,,0,16.24,5.52,-4.86,0,512,,,0,4302.00,130.00,-140.00,0
6675,Kepler-1023 b,Kepler-1023,0,62.13877140,0.00021990,-0.00021990,0,0.310300,,,0,7.75,8.68,-1.83,0,426,,,0,5576.00,157.00,-156.00,0
6676,Kepler-1023 b,Kepler-1023,0,62.13877140,0.00021990,-0.00021990,0,0.310300,,,0,7.75,8.68,-1.83,0,426,,,0,5576.00,157.00,-156.00,0
6677,Kepler-1023 b,Kepler-1023,0,62.13877140,0.00021990,-0.00021990,0,0.310300,,,0,7.75,8.68,-1.83,0,426,,,0,5576.00,157.00,-156.00,0
6678,Kepler-1023 b,Kepler-1023,0,62.13874912,0.00000324,-0.00000324,0,,,,,,,,,,,,,5268.00,122.00,-122.00,0
